code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_clicks,avg_assessment_score
BBB,2014J,417986,0,7,2,4,0,0,60,0,2,1824.0,54.0
BBB,2014J,418077,0,6,1,5,0,0,60,0,2,999.0,77.8
BBB,2014J,418206,1,5,0,4,0,0,120,1,3,0.0,72.82803689390448
BBB,2014J,418502,0,12,0,2,0,0,60,0,3,0.0,72.82803689390448
BBB,2014J,419924,0,6,1,1,1,0,60,1,3,1047.0,44.666666666666664
BBB,2014J,420631,0,12,2,6,1,0,60,0,2,1255.0,60.4
BBB,2014J,423398,0,6,1,2,0,0,60,0,2,2836.0,58.6
BBB,2014J,423613,0,11,1,3,0,0,120,1,3,91.0,100.0
BBB,2014J,424220,1,7,0,10,0,0,120,0,2,797.0,62.8
BBB,2014J,424586,0,7,0,3,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,425314,0,3,2,5,1,0,120,0,3,12.0,100.0
BBB,2014J,425772,0,12,2,2,0,0,120,0,2,460.0,46.2
BBB,2014J,426340,0,1,0,5,0,2,120,0,3,0.0,72.82803689390448
BBB,2014J,426624,0,11,2,10,0,0,60,0,0,1171.0,87.2
BBB,2014J,430530,0,8,2,6,0,0,60,0,3,446.0,85.0
BBB,2014J,433064,0,10,0,3,0,0,60,0,1,14.0,61.0
BBB,2014J,433939,0,12,2,6,1,1,60,0,1,800.0,55.0
BBB,2014J,435287,0,10,2,1,1,0,195,0,1,43.0,67.6
BBB,2014J,437550,0,3,0,4,1,0,60,0,2,1722.0,58.6
BBB,2014J,439677,0,5,2,2,0,0,60,0,2,995.0,79.92307692307692
BBB,2014J,439806,0,6,0,2,0,0,60,0,0,939.0,92.6
BBB,2014J,440912,1,8,0,5,1,0,120,1,3,41.0,72.82803689390448
BBB,2014J,442685,0,1,2,5,1,0,60,0,3,0.0,72.82803689390448
BBB,2014J,442745,0,8,0,5,1,0,60,0,3,12.0,71.5
BBB,2014J,444361,0,6,0,1,0,0,60,0,0,742.0,86.6
BBB,2014J,444545,0,6,2,9,1,0,60,0,2,897.0,72.2
BBB,2014J,444768,0,3,0,6,0,0,60,0,2,2372.0,73.8
BBB,2014J,445136,0,7,1,8,1,1,60,0,0,820.0,76.0
BBB,2014J,445647,0,9,0,5,0,0,180,0,3,125.0,100.0
BBB,2014J,445774,1,7,1,9,0,0,60,0,0,211.0,82.6
BBB,2014J,446619,1,2,0,3,0,0,60,0,3,21.0,100.0
BBB,2014J,447124,0,6,0,5,1,0,60,0,2,2233.0,59.2
BBB,2014J,447324,0,6,2,4,1,0,60,0,1,239.0,33.0
BBB,2014J,467396,0,10,2,7,0,2,60,0,0,1118.0,66.2
BBB,2014J,469579,1,3,2,2,0,0,60,0,2,33.0,60.0
BBB,2014J,469803,1,9,0,5,0,0,120,1,3,0.0,72.82803689390448
BBB,2014J,470464,0,11,0,2,0,0,60,1,2,1209.0,62.8
BBB,2014J,473095,0,1,0,5,1,3,120,0,2,1223.0,78.86666666666666
BBB,2014J,473271,0,7,0,7,0,0,60,0,2,1059.0,71.92857142857143
BBB,2014J,473444,0,5,2,9,0,0,60,0,3,0.0,72.82803689390448
BBB,2014J,474387,0,1,2,4,1,0,60,0,2,1564.0,91.0
BBB,2014J,474408,0,3,2,3,1,0,120,1,2,1813.0,79.0
BBB,2014J,475363,0,10,0,3,0,1,165,0,2,329.0,49.2
BBB,2014J,476253,0,7,2,5,0,0,180,0,3,0.0,72.82803689390448
BBB,2014J,476769,0,7,0,8,0,0,60,0,2,780.0,72.4
BBB,2014J,478412,0,5,0,9,1,0,60,0,0,2042.0,66.6
BBB,2014J,480988,0,8,1,6,0,2,60,0,3,0.0,72.82803689390448
BBB,2014J,481593,0,10,1,8,1,0,60,0,0,1758.0,80.2
BBB,2014J,481790,0,2,0,9,0,1,60,0,2,438.0,73.2
BBB,2014J,483315,0,5,2,8,0,0,60,0,2,1413.0,57.6
BBB,2014J,483508,0,2,2,6,1,0,60,0,0,753.0,83.6
BBB,2014J,483674,0,10,3,4,0,0,60,0,1,78.0,1.0
BBB,2014J,484158,1,6,1,6,1,0,120,0,3,0.0,72.82803689390448
BBB,2014J,484252,0,12,0,1,0,0,60,0,2,1974.0,42.8
BBB,2014J,484443,0,10,2,6,1,1,60,0,1,0.0,72.82803689390448
BBB,2014J,484490,0,8,0,5,1,0,60,0,2,2315.0,57.8
BBB,2014J,484550,0,10,2,2,0,0,120,0,1,78.0,100.0
BBB,2014J,485439,0,10,2,1,1,2,60,1,3,337.0,41.25
BBB,2014J,485853,0,6,1,3,0,1,180,1,3,32.0,100.0
BBB,2014J,486516,0,1,0,10,0,0,60,0,1,412.0,59.2
BBB,2014J,488242,0,7,0,6,1,0,120,0,3,0.0,72.82803689390448
BBB,2014J,488854,0,7,2,4,1,0,60,0,3,0.0,72.82803689390448
BBB,2014J,490299,0,8,2,6,0,0,60,0,3,45.0,1.0
BBB,2014J,490648,0,5,2,2,0,0,120,0,1,0.0,72.82803689390448
BBB,2014J,491001,0,7,0,7,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,491387,1,8,0,9,0,0,60,0,0,1294.0,65.8
BBB,2014J,492579,0,11,0,10,0,0,60,0,3,240.0,100.0
BBB,2014J,492592,0,9,2,3,0,0,90,0,0,676.0,75.2
BBB,2014J,492676,0,6,0,7,0,2,120,1,2,229.0,66.0
BBB,2014J,492979,0,0,0,7,0,0,60,0,2,234.0,54.6
BBB,2014J,493443,0,3,3,6,1,1,60,0,2,945.0,32.4
BBB,2014J,493460,0,11,2,10,0,0,60,0,2,3874.0,81.6
BBB,2014J,493609,0,2,2,3,0,0,60,0,3,84.0,100.0
BBB,2014J,493763,0,8,0,6,0,1,60,0,3,826.0,74.45454545454545
BBB,2014J,494212,0,11,2,9,1,0,60,0,3,1319.0,79.0909090909091
BBB,2014J,495239,0,12,2,8,0,0,60,0,1,391.0,43.333333333333336
BBB,2014J,495489,0,2,2,1,1,1,60,0,1,301.0,71.66666666666667
BBB,2014J,495522,0,3,0,2,0,0,120,0,3,213.0,85.66666666666667
BBB,2014J,495786,1,6,1,1,0,1,60,1,1,66.0,72.82803689390448
BBB,2014J,496373,0,12,2,5,0,0,240,0,3,0.0,72.82803689390448
BBB,2014J,496381,1,4,0,5,0,0,60,0,2,704.0,83.6
BBB,2014J,497074,0,1,2,2,1,0,60,0,2,2239.0,80.35714285714286
BBB,2014J,497084,1,7,2,8,0,0,60,1,2,938.0,74.4
BBB,2014J,498841,0,1,0,8,0,1,180,0,2,515.0,67.83333333333333
BBB,2014J,499790,0,3,0,3,1,0,60,1,2,530.0,64.0
BBB,2014J,499819,0,12,0,2,0,0,60,0,2,1417.0,70.6
BBB,2014J,500502,0,0,2,7,0,0,60,0,1,1147.0,58.2
BBB,2014J,501414,0,1,0,4,1,0,60,0,3,0.0,72.82803689390448
BBB,2014J,502767,0,7,0,3,1,0,60,0,2,2354.0,77.8
BBB,2014J,503159,0,7,2,4,0,0,60,0,3,315.0,72.82803689390448
BBB,2014J,503663,0,1,2,7,1,0,60,1,3,451.0,71.375
BBB,2014J,504066,0,1,2,6,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,504597,1,8,2,8,2,0,60,0,2,3107.0,48.6
BBB,2014J,505595,0,3,2,2,0,3,60,1,3,454.0,46.166666666666664
BBB,2014J,505692,0,4,2,2,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,505871,0,9,0,1,0,1,60,0,1,892.0,67.33333333333333
BBB,2014J,505878,0,1,0,6,0,0,60,0,1,113.0,54.8
BBB,2014J,506020,0,6,1,7,0,2,60,0,2,393.0,75.8
BBB,2014J,506219,0,11,0,5,1,0,120,0,2,1644.0,80.2
BBB,2014J,506679,0,3,2,4,0,0,60,0,3,997.0,79.4
BBB,2014J,507014,0,0,0,9,0,0,60,0,2,287.0,65.0
BBB,2014J,507149,0,12,1,8,1,0,60,0,0,1100.0,95.6
BBB,2014J,507386,0,12,2,6,1,0,60,0,1,341.0,28.5
BBB,2014J,507783,0,10,1,5,0,0,60,0,2,2205.0,79.6
BBB,2014J,508431,0,9,2,6,1,0,60,0,3,15.0,72.82803689390448
BBB,2014J,509466,0,2,1,1,0,1,60,0,1,101.0,66.66666666666667
BBB,2014J,509578,0,11,0,3,0,0,60,0,2,1901.0,31.2
BBB,2014J,509935,0,12,2,5,0,1,60,0,2,770.0,75.2
BBB,2014J,510068,0,6,1,1,0,1,120,0,1,123.0,71.66666666666667
BBB,2014J,510471,0,8,2,10,1,0,60,0,2,1539.0,76.8
BBB,2014J,511001,0,0,0,1,0,0,180,1,2,2713.0,76.8
BBB,2014J,511295,0,6,1,1,1,0,60,0,1,36.0,100.0
BBB,2014J,511424,0,4,2,3,0,0,60,0,3,0.0,72.82803689390448
BBB,2014J,511807,0,1,2,2,1,0,60,0,2,1920.0,41.6
BBB,2014J,511962,0,12,0,4,0,0,60,0,3,0.0,72.82803689390448
BBB,2014J,512411,0,10,0,3,0,0,60,0,0,1194.0,83.6
BBB,2014J,512493,1,3,0,2,1,0,120,0,3,0.0,72.82803689390448
BBB,2014J,512722,0,11,2,2,0,1,60,0,2,1029.0,54.2
BBB,2014J,513250,0,6,1,9,1,0,60,0,1,900.0,83.5
BBB,2014J,513751,0,5,1,3,1,0,60,1,2,2376.0,44.6
BBB,2014J,514006,0,0,2,3,0,0,240,0,3,7.0,72.82803689390448
BBB,2014J,514581,0,5,2,3,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,515329,0,8,0,6,0,0,120,1,2,795.0,59.4
BBB,2014J,515349,0,12,1,5,1,0,120,0,0,1419.0,88.8
BBB,2014J,516434,0,0,0,10,1,0,60,0,2,2440.0,68.46153846153847
BBB,2014J,516588,0,12,0,6,0,0,60,0,1,21.0,86.0
BBB,2014J,517112,1,12,1,1,0,1,120,0,3,0.0,72.82803689390448
BBB,2014J,518389,1,6,1,10,1,4,180,1,2,730.0,75.2
BBB,2014J,519995,0,9,0,5,0,0,240,0,3,6.0,72.82803689390448
BBB,2014J,520024,0,12,0,2,0,1,60,0,2,323.0,59.30769230769231
BBB,2014J,520076,0,11,2,1,0,0,120,0,2,3984.0,69.2
BBB,2014J,520972,0,6,1,7,0,1,60,0,2,3487.0,66.8
BBB,2014J,521081,0,12,2,2,0,1,60,1,2,1019.0,70.6
BBB,2014J,521164,0,9,2,6,0,0,60,1,1,385.0,82.38461538461539
BBB,2014J,522189,0,10,2,4,0,3,60,0,2,1357.0,60.4
BBB,2014J,522381,0,6,2,4,1,0,60,0,2,995.0,59.0
BBB,2014J,522478,0,1,2,2,1,0,210,1,1,205.0,1.0
BBB,2014J,522784,0,10,2,1,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,523132,0,0,0,10,0,1,60,0,2,1280.0,72.0
BBB,2014J,523831,0,11,0,8,0,0,60,0,3,783.0,79.5
BBB,2014J,523905,0,8,2,8,1,0,120,0,2,1552.0,69.6
BBB,2014J,524043,0,11,0,4,0,0,60,0,0,328.0,81.8
BBB,2014J,526789,0,5,2,4,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,526844,0,5,0,7,0,2,60,0,3,0.0,72.82803689390448
BBB,2014J,527102,0,0,0,9,0,0,120,0,1,202.0,79.0
BBB,2014J,527742,0,5,2,9,0,0,60,0,1,278.0,80.33333333333333
BBB,2014J,528432,0,5,0,2,0,0,60,0,0,417.0,89.8
BBB,2014J,528702,0,10,2,3,0,1,60,0,1,660.0,47.666666666666664
BBB,2014J,530021,0,3,0,5,0,1,60,0,3,598.0,61.666666666666664
BBB,2014J,530772,0,10,0,3,1,0,60,0,2,2709.0,84.6
BBB,2014J,530941,0,0,2,3,0,0,60,0,2,989.0,82.4
BBB,2014J,530960,0,9,1,4,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,531450,0,10,2,4,1,0,60,0,1,1400.0,67.6
BBB,2014J,531753,1,6,2,6,1,1,60,0,2,1256.0,78.4
BBB,2014J,531865,1,6,1,2,1,0,60,0,2,1167.0,65.0
BBB,2014J,532779,0,0,0,2,1,0,60,0,2,1274.0,50.4
BBB,2014J,532794,0,6,0,8,1,0,120,0,3,0.0,72.82803689390448
BBB,2014J,533209,0,10,1,5,1,0,60,0,2,829.0,74.8
BBB,2014J,534428,0,4,2,3,0,1,120,0,2,524.0,46.8
BBB,2014J,534588,0,8,0,8,1,1,120,0,3,114.0,1.0
BBB,2014J,534715,1,5,0,1,1,0,120,0,2,493.0,75.0
BBB,2014J,534884,0,10,2,2,0,0,60,0,3,177.0,77.0
BBB,2014J,535963,0,12,1,8,1,0,60,0,0,1518.0,70.2
BBB,2014J,536767,0,10,2,7,0,0,60,1,1,67.0,57.75
BBB,2014J,537194,0,5,0,1,1,0,60,0,2,4372.0,79.0
BBB,2014J,537221,0,9,0,1,0,3,120,0,3,0.0,72.82803689390448
BBB,2014J,537640,0,8,2,6,0,0,60,1,0,976.0,67.6
BBB,2014J,539635,0,7,1,9,1,0,120,0,0,1814.0,81.8
BBB,2014J,539657,1,11,2,1,0,1,120,0,3,0.0,72.82803689390448
BBB,2014J,541123,0,5,3,1,1,0,120,0,3,28.0,72.82803689390448
BBB,2014J,541171,0,10,0,7,0,2,60,0,1,857.0,62.666666666666664
BBB,2014J,541315,0,1,2,2,0,0,120,0,1,654.0,41.4
BBB,2014J,541476,0,10,0,2,1,0,60,0,2,3176.0,58.6
BBB,2014J,541995,0,12,2,1,0,0,60,1,3,116.0,72.82803689390448
BBB,2014J,542164,0,6,1,1,0,0,60,0,2,1246.0,72.4
BBB,2014J,543439,0,8,0,9,0,0,60,0,2,1130.0,58.2
BBB,2014J,544177,0,8,2,9,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,545964,0,9,0,3,0,0,120,0,2,783.0,74.2
BBB,2014J,546114,0,1,2,1,0,0,60,0,3,0.0,72.82803689390448
BBB,2014J,546250,0,5,1,1,0,0,60,1,2,284.0,61.8
BBB,2014J,547408,0,6,0,3,0,0,120,0,2,1483.0,59.6
BBB,2014J,547788,0,6,1,8,0,0,60,0,2,1297.0,77.0
BBB,2014J,549288,0,0,0,10,0,0,120,0,3,54.0,100.0
BBB,2014J,549775,0,3,2,4,0,0,180,0,0,1483.0,65.8
BBB,2014J,549839,0,3,0,9,0,0,180,0,3,0.0,72.82803689390448
BBB,2014J,550081,1,9,2,3,1,0,60,0,2,961.0,70.0
BBB,2014J,550245,0,8,2,8,0,0,60,0,2,227.0,71.2
BBB,2014J,551000,0,10,0,5,0,1,120,0,1,546.0,37.25
BBB,2014J,551237,0,11,2,7,1,0,60,0,3,209.0,1.0
BBB,2014J,551242,0,9,1,3,1,0,60,0,2,1770.0,69.4
BBB,2014J,551276,0,0,2,5,0,0,180,0,2,38.0,76.8
BBB,2014J,551922,0,3,2,5,0,0,60,0,2,385.0,68.0
BBB,2014J,552698,1,9,2,2,1,0,60,1,1,640.0,52.0
BBB,2014J,553196,0,6,2,2,0,2,120,1,3,40.0,72.82803689390448
BBB,2014J,554048,0,5,0,6,1,0,60,0,2,1130.0,61.6
BBB,2014J,554243,0,9,2,7,0,1,60,0,1,621.0,81.77777777777777
BBB,2014J,554599,0,10,0,1,0,1,60,1,2,301.0,75.0
BBB,2014J,555749,0,6,0,10,0,0,120,0,2,657.0,87.8
BBB,2014J,556290,0,0,2,8,0,0,120,1,3,144.0,1.0
BBB,2014J,556644,0,0,0,9,0,0,60,0,0,1689.0,62.8
BBB,2014J,556863,0,9,0,3,1,1,60,0,2,917.0,83.5
BBB,2014J,557085,0,12,2,3,1,0,120,0,3,8746.0,96.80952380952381
BBB,2014J,559344,1,8,0,8,0,1,120,0,2,501.0,58.2
BBB,2014J,559685,0,6,1,3,1,1,60,0,1,543.0,81.28571428571429
BBB,2014J,559973,0,0,2,1,0,0,60,0,3,313.0,57.0
BBB,2014J,560089,0,8,0,4,1,1,60,0,2,912.0,55.6
BBB,2014J,560208,1,0,2,5,0,1,60,0,2,531.0,77.75
BBB,2014J,560597,0,5,0,3,1,0,60,0,0,1211.0,89.0
BBB,2014J,560652,1,7,2,6,1,0,60,0,2,744.0,75.6
BBB,2014J,561206,0,0,1,8,1,0,60,0,2,783.0,50.8
BBB,2014J,561608,0,12,0,2,0,0,120,0,2,938.0,35.4
BBB,2014J,561618,0,6,1,2,0,0,60,0,2,1678.0,67.0
BBB,2014J,561752,0,12,2,7,0,0,60,0,2,618.0,76.2
BBB,2014J,561773,0,5,2,6,1,0,120,0,3,0.0,72.82803689390448
BBB,2014J,561798,0,5,1,2,0,0,60,0,3,0.0,72.82803689390448
BBB,2014J,561979,0,0,0,9,0,0,120,1,2,65.0,68.8
BBB,2014J,562239,0,8,2,9,0,0,60,0,2,1900.0,59.75
BBB,2014J,562769,0,3,0,9,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,563027,0,7,0,6,0,0,60,0,2,816.0,42.8
BBB,2014J,563302,0,11,0,7,0,0,60,0,2,1336.0,42.6
BBB,2014J,563820,0,11,0,1,0,0,60,1,2,1105.0,70.4
BBB,2014J,564115,0,7,2,3,1,0,60,0,0,6342.0,68.4
BBB,2014J,564278,0,3,2,2,1,0,120,0,2,2405.0,65.2
BBB,2014J,565182,0,6,0,7,1,1,60,0,2,1669.0,86.2
BBB,2014J,565273,0,12,0,4,0,0,120,0,0,1775.0,94.4
BBB,2014J,565575,0,1,0,5,1,0,60,0,2,683.0,82.0
BBB,2014J,565576,0,5,0,9,1,0,60,0,2,1890.0,74.6
BBB,2014J,565599,0,3,1,1,0,0,60,0,0,2186.0,70.0
BBB,2014J,568019,0,8,2,10,0,0,60,0,2,590.0,58.0
BBB,2014J,568232,0,12,0,2,1,0,60,0,2,1989.0,70.4
BBB,2014J,568749,0,12,1,9,0,0,60,0,2,2372.0,76.4
BBB,2014J,568775,0,1,2,4,0,1,60,0,3,389.0,70.8
BBB,2014J,569157,0,0,0,9,1,0,180,0,3,0.0,72.82803689390448
BBB,2014J,569256,0,5,2,1,1,0,60,0,3,0.0,72.82803689390448
BBB,2014J,569589,0,7,2,5,1,0,60,0,2,3310.0,81.8
BBB,2014J,569981,0,8,0,6,1,0,60,0,2,1296.0,69.6
BBB,2014J,570275,0,6,0,8,1,0,120,0,2,2394.0,74.4
BBB,2014J,570484,0,0,1,3,0,0,60,0,2,2355.0,73.0
BBB,2014J,570692,0,4,0,8,0,0,60,0,3,123.0,100.0
BBB,2014J,571334,0,11,2,10,1,0,60,0,1,2528.0,81.07142857142857
BBB,2014J,571395,0,1,0,5,0,0,60,1,1,40.0,43.4
BBB,2014J,571641,0,8,0,5,0,0,120,0,0,440.0,82.4
BBB,2014J,571868,0,1,2,9,0,1,120,0,3,43.0,72.82803689390448
BBB,2014J,572032,0,11,2,2,0,0,60,0,2,1418.0,54.8
BBB,2014J,572101,0,5,2,3,1,0,60,0,2,1032.0,66.2
BBB,2014J,572106,0,11,0,5,0,0,90,0,1,33.0,76.66666666666667
BBB,2014J,572119,0,1,2,5,0,0,60,0,1,361.0,76.8
BBB,2014J,572306,0,7,0,8,0,0,60,0,2,237.0,58.6
BBB,2014J,572371,0,0,0,2,0,0,60,0,3,341.0,34.5
BBB,2014J,572395,0,5,0,5,0,0,60,0,2,1232.0,76.71428571428571
BBB,2014J,572496,0,5,0,1,0,0,60,1,2,1086.0,55.6
BBB,2014J,572538,0,0,2,9,0,0,60,1,2,1103.0,70.4
BBB,2014J,573130,0,1,0,6,0,0,60,1,2,1334.0,52.4
BBB,2014J,573131,0,2,0,1,0,0,60,0,1,663.0,65.2
BBB,2014J,573159,0,11,0,0,0,1,120,0,1,849.0,85.6
BBB,2014J,573252,0,7,2,6,0,0,60,0,3,27.0,1.0
BBB,2014J,573297,0,10,2,6,1,0,60,0,2,1035.0,61.0
BBB,2014J,573534,0,6,2,6,0,0,60,0,2,1140.0,44.25
BBB,2014J,573554,0,7,2,3,0,0,120,0,3,255.0,56.25
BBB,2014J,573713,0,0,0,9,1,0,60,0,2,2898.0,61.4
BBB,2014J,573873,0,3,0,3,0,0,60,0,1,32.0,72.82803689390448
BBB,2014J,573934,0,10,2,1,1,0,60,0,2,1201.0,72.4
BBB,2014J,574031,0,1,0,8,0,0,60,0,2,3136.0,75.6
BBB,2014J,574063,0,12,2,3,0,0,60,0,2,497.0,82.4
BBB,2014J,574244,1,6,2,3,0,0,60,0,1,590.0,62.0
BBB,2014J,574253,0,8,0,10,1,0,60,0,0,968.0,58.8
BBB,2014J,574306,0,3,2,1,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,574512,0,11,0,4,1,0,60,0,2,1073.0,77.14285714285714
BBB,2014J,574841,0,8,0,8,0,0,60,0,2,820.0,60.4
BBB,2014J,574849,0,10,0,9,1,1,60,0,2,1107.0,54.8
BBB,2014J,574865,0,8,0,3,0,0,60,0,0,1463.0,71.2
BBB,2014J,575404,0,10,2,7,0,0,120,0,1,500.0,55.5
BBB,2014J,575630,0,1,2,1,0,2,120,0,2,956.0,63.2
BBB,2014J,575892,0,3,1,3,0,1,60,1,3,142.0,72.82803689390448
BBB,2014J,576203,0,0,1,6,0,0,60,0,1,48.0,100.0
BBB,2014J,576262,0,5,0,9,0,0,60,0,3,150.0,85.0
BBB,2014J,576268,0,9,2,9,0,0,120,0,2,472.0,62.4
BBB,2014J,576445,0,1,2,2,1,0,120,1,3,1740.0,75.77777777777777
BBB,2014J,576689,0,1,0,6,1,0,60,0,0,1115.0,65.8
BBB,2014J,576913,1,2,0,2,0,0,60,0,1,310.0,66.75
BBB,2014J,576923,0,12,2,1,0,0,60,0,2,1615.0,54.2
BBB,2014J,577354,0,10,1,8,0,1,60,0,3,256.0,100.0
BBB,2014J,577467,0,10,0,2,0,0,120,0,0,1167.0,80.0
BBB,2014J,577618,0,1,1,5,1,1,60,0,2,814.0,69.8
BBB,2014J,577645,0,0,0,6,0,1,60,0,0,2415.0,89.0
BBB,2014J,577728,0,3,0,7,1,0,60,0,1,140.0,42.0
BBB,2014J,577743,0,11,0,8,0,0,120,0,2,1008.0,59.6
BBB,2014J,577934,1,7,1,5,1,0,120,0,3,70.0,72.82803689390448
BBB,2014J,577965,0,12,0,5,0,1,120,0,0,1372.0,77.2
BBB,2014J,578132,0,0,1,6,0,0,60,0,2,1809.0,70.0
BBB,2014J,578418,0,6,0,3,0,0,60,0,3,408.0,43.75
BBB,2014J,578439,0,12,2,10,0,0,60,0,2,73.0,45.0
BBB,2014J,578445,0,11,2,1,1,0,90,0,3,0.0,72.82803689390448
BBB,2014J,578551,0,7,0,7,1,0,60,1,2,2762.0,42.6
BBB,2014J,578710,0,9,2,4,0,0,60,0,2,1001.0,76.2
BBB,2014J,578861,0,7,0,3,1,0,60,0,2,2842.0,56.4
BBB,2014J,579031,0,11,0,4,0,0,180,0,3,0.0,72.82803689390448
BBB,2014J,579161,0,5,2,2,0,0,60,0,2,137.0,80.4
BBB,2014J,579201,0,12,0,2,1,0,60,0,3,613.0,79.22222222222223
BBB,2014J,579251,1,10,2,1,1,0,60,0,1,172.0,68.0
BBB,2014J,579409,0,0,2,5,0,0,60,0,2,330.0,48.6
BBB,2014J,579486,1,0,2,3,1,1,60,0,1,60.0,72.82803689390448
BBB,2014J,581016,0,7,2,5,0,1,60,0,2,1606.0,58.4
BBB,2014J,581118,0,0,0,4,1,0,60,0,2,1527.0,87.0
BBB,2014J,581178,0,5,2,1,0,0,60,0,2,643.0,69.76923076923077
BBB,2014J,581235,0,11,2,10,0,1,60,0,2,1377.0,81.2
BBB,2014J,581672,0,8,2,9,1,1,60,0,3,0.0,72.82803689390448
BBB,2014J,581866,0,6,1,9,0,0,60,0,2,1515.0,76.4
BBB,2014J,581877,0,12,2,5,0,0,60,1,2,708.0,73.0
BBB,2014J,582040,0,7,0,10,0,0,60,0,2,140.0,88.2
BBB,2014J,582253,0,4,0,7,0,0,60,0,2,1689.0,75.2
BBB,2014J,582348,0,6,0,3,0,0,90,0,1,200.0,79.33333333333333
BBB,2014J,582460,0,0,0,3,0,0,60,1,2,2184.0,80.07142857142857
BBB,2014J,582694,0,8,2,7,0,0,60,1,3,392.0,82.33333333333333
BBB,2014J,582709,0,0,2,7,1,0,60,0,2,1022.0,80.83333333333333
BBB,2014J,582816,0,11,0,2,0,0,120,0,1,52.0,100.0
BBB,2014J,582898,0,12,0,6,0,0,60,0,2,1299.0,61.2
BBB,2014J,582933,1,1,2,7,0,0,60,0,3,234.0,47.5
BBB,2014J,582964,0,6,2,8,1,0,60,0,2,2498.0,51.0
BBB,2014J,583179,0,3,2,1,0,1,60,0,3,48.0,72.82803689390448
BBB,2014J,583775,1,11,2,2,0,0,120,0,2,1615.0,62.0
BBB,2014J,583843,0,6,2,4,0,2,60,0,0,1752.0,64.2
BBB,2014J,583954,0,12,0,6,1,0,60,0,2,422.0,51.8
BBB,2014J,584274,0,12,0,9,1,0,120,0,3,0.0,72.82803689390448
BBB,2014J,584283,0,3,0,4,0,0,120,0,3,0.0,72.82803689390448
BBB,2014J,584509,0,1,0,3,0,0,120,0,2,3785.0,91.57142857142857
BBB,2014J,584539,0,6,1,2,0,0,60,0,2,2901.0,73.0
BBB,2014J,584595,0,4,0,6,1,0,60,0,3,0.0,72.82803689390448
BBB,2014J,584664,0,7,2,2,1,0,120,1,3,0.0,72.82803689390448
BBB,2014J,584733,0,9,2,4,0,0,60,0,0,2907.0,75.57142857142857
BBB,2014J,584864,0,9,0,5,1,0,120,0,2,2983.0,68.8
BBB,2014J,585074,0,3,2,5,1,1,60,0,1,21.0,30.2
BBB,2014J,585762,0,10,0,4,1,0,60,0,2,472.0,72.4
BBB,2014J,585963,0,1,0,2,0,1,60,1,3,630.0,74.5
BBB,2014J,586036,0,2,0,9,0,0,60,0,2,1226.0,56.8
BBB,2014J,586134,0,3,2,1,1,0,60,0,2,572.0,59.0
BBB,2014J,586142,0,1,0,9,1,0,60,0,0,4413.0,85.6
BBB,2014J,586180,0,5,0,4,0,0,60,0,2,396.0,56.4
BBB,2014J,586376,0,9,2,5,0,0,60,0,2,1468.0,86.6
BBB,2014J,586398,0,11,0,5,0,0,120,0,3,14.0,100.0
BBB,2014J,586502,0,11,2,1,1,0,60,0,2,1390.0,60.583333333333336
BBB,2014J,586516,0,7,0,5,1,1,60,0,0,5155.0,86.42857142857143
BBB,2014J,586561,0,10,2,1,1,0,90,1,3,184.0,50.0
BBB,2014J,586652,0,7,1,7,0,0,90,0,2,633.0,46.0
BBB,2014J,586818,0,0,2,3,0,0,60,1,1,838.0,73.33333333333333
BBB,2014J,587037,1,7,1,9,0,0,120,0,3,100.0,35.5
BBB,2014J,587054,0,10,1,9,1,0,60,0,2,1910.0,81.8
BBB,2014J,587434,0,5,2,3,0,0,60,0,3,153.0,1.0
BBB,2014J,587459,0,10,2,3,1,0,60,0,2,1645.0,72.0
BBB,2014J,587860,0,4,0,3,0,0,120,0,2,123.0,40.6
BBB,2014J,588062,0,3,2,5,1,0,120,0,3,158.0,100.0
BBB,2014J,588166,0,5,0,5,0,0,60,0,3,179.0,39.0
BBB,2014J,588207,0,2,2,7,1,2,60,0,1,405.0,100.0
BBB,2014J,588251,1,4,0,4,0,0,60,0,1,619.0,46.4
BBB,2014J,588944,1,5,0,3,0,0,60,0,2,1450.0,86.21428571428571
BBB,2014J,588991,1,12,0,3,0,0,120,0,1,37.0,100.0
BBB,2014J,589133,0,8,2,10,0,0,60,0,2,865.0,64.8
BBB,2014J,589554,0,12,0,10,0,0,60,0,2,705.0,79.4
BBB,2014J,589621,0,7,0,10,1,0,60,0,2,1836.0,82.8
BBB,2014J,589935,0,3,0,9,0,0,120,0,3,79.0,72.0
BBB,2014J,589968,0,1,2,1,0,0,60,0,3,72.0,1.0
